Scientific Name,Common Name,# of States 2005,States 2005,# of States 2015,States 2015,Taxonomic Group
Euphorbia kuwaleana,kokomalei,1,Hawaii,1,Hawaii,Plants
Euphorbia missurica,prairie spurge,1,Nebraska,1,Nebraska,Plants
Euphorbia nutans,eyebane,0,,1,Vermont,Plants
Euphorbia olowaluana,alpine sandmat,1,Hawaii,1,Hawaii,Plants
Euphorbia peplidion,low spurge,0,,1,Texas,Plants
Euphorbia perennans,perennial sandmat,0,,1,Texas,Plants
Euphorbia polycarpa,smallseed sandmat,0,,1,Texas,Plants
Euphorbia pubentissima,false flowering spurge,0,,1,West Virginia,Plants
Euphorbia remyi var. kauaiensis,Remy's sandmat,0,,1,Hawaii,Plants
Euphorbia remyi var. remyi,Remy's sandmat,0,,1,Hawaii,Plants
Euphorbia rockii,Koolau Range sandmat,1,Hawaii,1,Hawaii,Plants
Euphorbia skottsbergii var. skottsbergii,coastal sandmat,1,Hawaii,1,Hawaii,Plants
Euphorbia strictior,panhandle spurge,0,,1,Texas,Plants
Euphorbia vermiculata,wormseed sandmat,0,,1,West Virginia,Plants
Euphoria casselberryi,A scarab beetle,0,,1,Texas,Other Invertebrates
Euphydryas anicia,Anicia Checkerspot,0,,1,Nebraska,Other Invertebrates
Euphydryas editha editha,Bay checkerspot butterfly,1,California,1,California,Other Invertebrates
Euphydryas editha quino,Quino checkerspot Butterfly,1,California,1,California,Other Invertebrates
Euphydryas gillettii,Gillett's Checkerspot,2,"Idaho,Montana",1,Idaho,Other Invertebrates
Euphyes bimacula arbogasti,Two-spotted Skipper,0,,1,Georgia,Other Invertebrates
Euphyes bimacula illinois,Two-spotted Skipper,2,"Kansas,Minnesota",1,Minnesota,Other Invertebrates
Euphyes conspicua buchholzi,Bucholz Black Dash,1,Nebraska,1,Nebraska,Other Invertebrates
Euphyes dukesi calhouni,Calhoun's Skipper,0,,1,Florida,Other Invertebrates
Euphyes pilatka klotsi,Klots' Skipper,1,Florida,1,Florida,Other Invertebrates
Euphyes vestris,Dun Skipper,0,,1,Nebraska,Other Invertebrates
Euphyllia paradivisa,Frogspawn coral,0,,1,American Samoa,Other Invertebrates
Euploca convolvulacea,wide-flower heliotrope,0,,1,Louisiana,Plants
Euproserpinus euterpe,Kern Primrose Sphinx Moth,1,California,1,California,Other Invertebrates
Euprymna scolopes,"Hawaiian Bobtail Squid, MÅ«heâe",1,Hawaii,1,Hawaii,Mollusks
Eupseudomorpha brillians,Brilliant forester moth,0,,1,Texas,Other Invertebrates
Eupsilia devia,Lost Sallow Moth,0,,1,Rhode Island,Other Invertebrates
Euptilocladia magruderi,No Common Name,1,Hawaii,1,Hawaii,Other
Eurhynchium hians,A Moss,1,Vermont,1,Vermont,Plants
Eurosta lateralis,A fruit fly,0,,1,Florida,Other Invertebrates
Eurybia furcata,forked aster,1,Missouri,1,Missouri,Plants
Eurybia jonesiae,Jones' aster,1,Georgia,1,Georgia,Plants
Eurybia macrophylla,bigleaf aster,1,Missouri,1,Missouri,Plants
Eurybia radula,low rough aster,0,,1,Vermont,Plants
Eurybia saxicastellii,rockcastle aster,0,,1,Tennessee,Plants
Eurybia schreberi,Schreber's aster,0,,1,Tennessee,Plants
Eurybia spectabilis,eastern showy aster,0,,1,Connecticut,Plants
Eurycea chisholmensis,Salado Salamander,1,Texas,1,Texas,Amphibians
Eurycea guttolineata,Three-lined Salamander,2,"Kentucky,North Carolina",1,Kentucky,Amphibians
Eurycea latitans,Cascade Caverns Salamander,1,Texas,1,Texas,Amphibians
Eurycea longicauda melanopleura,Dark-sided Salamander,0,,1,Missouri,Amphibians
Eurycea multiplicata,Many-ribbed Salamander,1,Oklahoma,1,Oklahoma,Amphibians
Eurycea nana,San Marcos Salamander,1,Texas,1,Texas,Amphibians
Eurycea naufragia,Georgetown Salamander,1,Texas,1,Texas,Amphibians
Eurycea neotenes,Texas Salamander,1,Texas,1,Texas,Amphibians
Eurycea pterophila,Fern Bank Salamander,1,Texas,1,Texas,Amphibians
Eurycea rathbuni,Texas Blind Salamander,1,Texas,1,Texas,Amphibians
Eurycea robusta,Blanco Blind Salamander,1,Texas,1,Texas,Amphibians
Eurycea sosorum,Barton Springs Salamander,1,Texas,1,Texas,Amphibians
Eurycea tonkawae,Jollyville Plateau Salamander,1,Texas,1,Texas,Amphibians
Eurycea tridentifera,Comal Blind Salamander,1,Texas,1,Texas,Amphibians
Eurycea waterlooensis,Austin Blind Salamander,1,Texas,1,Texas,Amphibians
Eurycea wilderae,Blue Ridge Two-lined Salamander,1,Virginia,1,Virginia,Amphibians
Eurylophella aestiva,A Spiny Crawler Mayfly,1,Wisconsin,1,Wisconsin,Other Invertebrates
Eurylophella poconoensis,Poconos Chocolate Dun,1,Pennsylvania,1,Pennsylvania,Other Invertebrates
Eurypanopeus depressus,flatback mud crab,1,South Carolina,1,Rhode Island,Other Invertebrates
Eurypegasus papilio,Hawaiian Sea Moth,1,Hawaii,1,Hawaii,Fish
Eurytaenia hinckleyi,Hinckley's spreadwing,0,,1,Texas,Plants
Euryurus leachii fraternus,A millipede,1,Virginia,1,Virginia,Other Invertebrates
Eusmilia fastigiata,Flower Coral,1,Florida,1,Florida,Other Invertebrates
Eustachys floridana,Florida Finger Grass,1,Georgia,1,Georgia,Plants
Eustala eleuthera,(Eleuthra) Orb Weaver,1,Florida,1,Florida,Other Invertebrates
Eustomias albibulbus,No Common Name,1,Hawaii,1,Hawaii,Fish
Eustomias bulbiramis,No Common Name,1,Hawaii,1,Hawaii,Fish
Eustomias magnificus,No Common Name,1,Hawaii,1,Hawaii,Fish
Euthynnus alletteratus,little tunny,0,,1,Rhode Island,Fish
Euthyonidiella destichada,A Sea Cucumber,0,,1,Florida,Other Invertebrates
Euthyonidiella trita,A Sea Cucumber,0,,1,Florida,Other Invertebrates
Eutrema edwardsii,Edwards' mock wallflower,0,,1,Colorado,Plants
Eutrichota gopheri,A Copraphagous Fly,0,,1,Mississippi,Other Invertebrates
Eutrochium maculatum,spotted joepyeweed,0,,1,West Virginia,Plants
Eutrochium purpureum,sweet joepyeweed,1,Vermont,1,Louisiana,Plants
Eutrochium steelei,Steele's eupatorium,0,,1,Tennessee,Plants
Euxoa aurulenta,Dune cutworm,2,"Illinois,Michigan",1,Michigan,Other Invertebrates
Euxoa perpolita,polished dart,0,,1,Rhode Island,Other Invertebrates
Euxoa pleuritica,Fawn Brown Dart Moth,2,"Connecticut,New York",1,Connecticut,Other Invertebrates
Eviota rubra,No Common Name,1,Hawaii,1,Hawaii,Fish
Eviota susanae,No Common Name,1,Hawaii,1,Hawaii,Fish
Evolvulus nuttallianus,prostrate evolvulus,0,,1,Tennessee,Plants
Evolvulus sericeus var. sericeus,silver dwarf morning-glory,1,Georgia,1,Georgia,Plants
Evora hemidesma,Spirea Leaftier Moth,1,Illinois,1,Illinois,Other
Eximacris phenax,Big Cedar Grasshopper,1,Oklahoma,1,Oklahoma,Other Invertebrates
Eximacris superbum,Superb grasshopper,0,,1,Texas,Other Invertebrates
Exocarpos luteolus,leafy ballart,1,Hawaii,1,Hawaii,Plants
Exocarpos menziesii,Menzies' ballart,0,,1,Hawaii,Plants
Eysenhardtia spinosa,spiny kidneywood,0,,1,Texas,Plants
Facelinidae,,0,,1,Florida,Mollusks
Falco femoralis septentrionalis,Northern Aplomado Falcon,1,Arizona,1,Arizona,Birds
Falco peregrinus pealei,Peale's Peregrine Falcon,1,Alaska,1,Alaska,Birds
Falco rusticolus,Gyrfalcon,1,Alaska,1,Alaska,Birds
Fallicambarus gilpini,Jefferson County crayfish,1,Arkansas,1,Arkansas,Other Invertebrates
Fallicambarus gordoni,Camp Shelby burrowing crayfish,1,Mississippi,1,Mississippi,Other Invertebrates
Fallicambarus harpi,Ouachita burrowing crayfish,1,Arkansas,1,Arkansas,Other Invertebrates
Fallicambarus hortoni,Hatchie burrowing crayfish,1,Tennessee,1,Tennessee,Other Invertebrates
Fallicambarus jeanae,Daisy Burrowing Crayfish,1,Arkansas,1,Arkansas,Other Invertebrates
Fallicambarus macneesei,Old Prairie Digger,2,"Louisiana,Texas",1,Louisiana,Other Invertebrates
Fallicambarus oryktes,Flatwoods Digger,2,"Alabama,Louisiana",1,Louisiana,Other Invertebrates
Fallicambarus petilicarpus,slenderwrist burrowing crayfish,1,Arkansas,1,Arkansas,Other Invertebrates
Fallicambarus strawni,saline burrowing crayfish,1,Arkansas,1,Arkansas,Other Invertebrates
Fallopia cilinodis,fringed black bindweed,0,,1,Tennessee,Plants
Farancia abacura abacura,Eastern Mud Snake,1,North Carolina,1,Virginia,Reptiles
Farfantepenaeus aztecus,brown shrimp,2,"South Carolina,Texas",1,South Carolina,Other Invertebrates
Farfantepenaeus duorarum,bait shrimp,3,"Florida,South Carolina,Texas",1,South Carolina,Other Invertebrates
Farrodes mexicanus,A mayfly,0,,1,Texas,Other Invertebrates
Fasciolaria lilium,banded tulip,1,Florida,1,Florida,Mollusks
Fasciolariidae,,0,,1,Florida,Mollusks
Faviidae,,0,,1,Florida,Other Invertebrates
Favorinus auritulus,Long-eared Nudibranch,0,,1,Florida,Mollusks
Faxonella beyeri,Sabine Fencing Crawfish,1,Louisiana,1,Louisiana,Other Invertebrates
Faxonella creaseri,Ouachita Fencing Crawfish,1,Louisiana,1,Louisiana,Other Invertebrates
Fendlera linearis,stiff fendlerbush,0,,1,Texas,Plants
Fernaldella georgiana,Ohoopee Geometer,0,,1,Georgia,Other Invertebrates
Fernandosiphonia ecorticata,No Common Name,1,Hawaii,1,Hawaii,Other
Ferrissia fragilis,fragile ancylid,2,"Colorado,Wyoming",1,Colorado,Mollusks
Ferrissia parallelus,oblong ancylid,1,Virginia,1,Virginia,Mollusks
Ferrissia rivularis,creeping ancylid,3,"New Mexico,Utah,Wyoming",1,New Mexico,Mollusks
Ferrissia sharpi,No Common Name,1,Hawaii,1,Hawaii,Other
Ferrissia walkeri,cloche ancylid,2,"Colorado,Massachusetts",1,Colorado,Mollusks
Festuca brachyphylla ssp. brachyphylla,Shortleaf Fescue,0,,1,Vermont,Plants
Festuca hawaiiensis,No Common Name,0,,1,Hawaii,Plants
Festuca ligulata,Guadalupe Mountains fescue,0,,1,Texas,Plants
Festuca paradoxa,Cluster Fescue,0,,1,Tennessee,Plants
Festuca saximontana var. saximontana,Rocky Mountain Fescue,0,,1,Nebraska,Plants
Festuca versuta,Texas fescue,0,,1,Texas,Plants
Fimbristylis brevivaginata,glade fimbry,1,Georgia,1,Georgia,Plants
Fimbristylis dichotoma ssp. dichotoma,Annual Fimbry,0,,1,West Virginia,Plants
Fimbristylis puberula,hairy fimbry,0,,1,Tennessee,Plants
Fissidens clebschii,Clebsch's Pocket Moss,0,,1,Tennessee,Plants
Fissidens exilis,Small Pocket Moss,2,"Missouri,Vermont",1,Vermont,Plants
Fissidens hallii,Hall's Pocket Moss,0,,1,Louisiana,Plants
Fissidens subbasilaris,A Moss,1,Vermont,1,Vermont,Plants
Fissilicreagris imperialis,Empire Cave pseudoscorpion,1,California,1,California,Other Invertebrates
Fitchiella robertsoni,Robertson's Flightless Planthopper,2,"Illinois,Wisconsin",1,Michigan,Other
Flabellorhagidia pecki,A Cave Obligate Mite,1,Idaho,1,Idaho,Other
Flabellum deludens,No Common Name,1,Hawaii,1,Hawaii,Other Invertebrates
Flabellum pavoninum,No Common Name,1,Hawaii,1,Hawaii,Other Invertebrates
Flexamia abbreviata,a leafhopper,1,Illinois,1,Illinois,Other
Flexamia albida,a leafhopper,1,Illinois,1,Illinois,Other
Flexamia grammica,a leafhopper,1,Illinois,1,Illinois,Other
Flexamia huroni,Huron River leafhopper,1,Michigan,1,Michigan,Other
Flexamia prairiana,A Leafhopper,1,Wisconsin,1,Wisconsin,Other
Flexamia reflexus,Leafhopper,1,Michigan,1,Michigan,Other
Floerkea proserpinacoides,false mermaid-weed,1,Missouri,1,Vermont,Plants
Floridobolus penneri,Florida Scrub Millipede,0,,1,Florida,Other Invertebrates
Flueggea neowawraea,mehamehame,1,Hawaii,1,Hawaii,Plants
Fluminicola coloradoensis,Green River pebblesnail,2,"Idaho,Wyoming",1,Utah,Mollusks
Fluminicola dalli,Pyramid Lake pebblesnail,1,Nevada,1,Nevada,Mollusks
Fluminicola fuscus,ashy pebblesnail,1,Montana,1,Washington,Mollusks
Fluminicola minutissimus,pixie pebblesnail,1,Idaho,1,Idaho,Mollusks
Fluminicola virens,Olympia pebblesnail,0,,1,Washington,Mollusks
Flyriella parryi,Chisos Mountain brickellbush,0,,1,Texas,Plants
Folsomia,(a cave obligate springtail),1,Tennessee,1,Tennessee,Other Invertebrates
Folsomia candida,springtail,0,,1,Tennessee,Other Invertebrates
Folsomia stella,Stellate springtail,0,,1,Tennessee,Other Invertebrates
Fontelicella,Deep Springs fontelicella,1,California,1,California,Mollusks
Fontigens morrisoni,Virginia springsnail,1,Virginia,1,Virginia,Mollusks
Fontigens proserpina,Proserpine cavesnail,1,Missouri,1,Missouri,Mollusks
Fontigens tartarea,organ cavesnail,1,West Virginia,1,West Virginia,Mollusks
Fontigens turritella,Greenbrier cavesnail,1,West Virginia,1,West Virginia,Mollusks
Fontinalis hypnoides var. duriaei,A Moss,1,Vermont,1,Vermont,Plants
Forestiera ligustrina,upland swampprivet,0,,1,Louisiana,Plants
Forestiera segregata,Florida privet,1,Georgia,1,South Carolina,Plants
Forestiera segregata var. segregata,Florida swampprivet,0,,1,Georgia,Plants
Formica creightoni,Creighton's slavemaking ant,1,Missouri,1,Missouri,Other Invertebrates
Formica fossaceps,Haystack thatching ant,1,Missouri,1,Missouri,Other Invertebrates
Formicidae,ants,0,,1,Florida,Other Invertebrates
Forsstroemia trichomitria,A Moss,1,Vermont,1,Vermont,Plants
Fossaria cyclostoma,bugle fossaria,0,,1,Michigan,Mollusks
Fossaria dalli,dusky fossaria,2,"Virginia,Wyoming",1,Virginia,Mollusks
Fossaria galbana,boreal fossaria,1,Connecticut,1,Michigan,Mollusks
Fossaria modicella,rock fossaria,1,Wyoming,1,Arizona,Mollusks
Fossaria obrussa,golden fossaria,1,Wyoming,1,Arizona,Mollusks
Fossaria parva,pygmy fossaria,1,Wyoming,1,Arizona,Mollusks
Fossaria rustica,Country Fossaria,2,"Connecticut,Vermont",1,Vermont,Mollusks
Fossombronia foveolata,A Liverwort,1,Vermont,1,Vermont,Plants
Fothergilla gardenii,dwarf witch-alder,1,Georgia,1,Georgia,Plants
Fragaria virginiana,thickleaved wild strawberry,0,,1,Louisiana,Plants
Franclemontia interrogans,A cane moth,1,Virginia,1,Virginia,Other Invertebrates
Frankenia johnstonii,Johnston's frankenia,0,,1,Texas,Plants
Frasera caroliniensis,American columbo,0,,1,Louisiana,Plants
Frasera coloradensis,Colorado frasera,0,,1,Colorado,Plants
Fratercula corniculata,Horned Puffin,0,,1,Alaska,Birds
Fraxinus nigra,black ash,0,,1,West Virginia,Plants
Fraxinus papillosa,Chihuahuan ash,0,,1,Texas,Plants
Fraxinus quadrangulata,blue ash,0,,1,West Virginia,Plants
Fregata minor,Great Frigatebird,1,Hawaii,1,Hawaii,Birds
Fregata minor palmerstoni,Great Frigatebird,0,,1,Northern Mariana Islands,Birds
Fremontodendron decumbens,Pine Hill flannelbush,0,,1,California,Plants
Fremontodendron mexicanum,Mexican fremontia,0,,1,California,Plants
Frenesia missa,Sandboil Caddisfly,0,,1,Illinois,Other Invertebrates
Freycinetia arborea,Ê»IeÊ»ie,1,Hawaii,1,Hawaii,Plants
Fritillaria affinis var. tristulis,checker lily,0,,1,California,Plants
Fritillaria atropurpurea,spotted fritillary,1,Nebraska,1,Nebraska,Plants
Fritillaria biflora var. biflora,chocolate lily,0,,1,California,Plants
Fritillaria biflora var. ineziana,chocolate lily,0,,1,California,Plants
Fritillaria striata,striped adobe lily,0,,1,California,Plants
Frullania appalachiana,Appalachian Frullania,1,Georgia,1,Georgia,Plants
Frullania brittoniae,A Liverwort,0,,1,Vermont,Plants
Frullania inflata,A Liverwort,1,Vermont,1,Vermont,Plants
Frullania oakesiana,A Liverwort,1,Vermont,1,Vermont,Plants
Frullania obcordata,Swamp Frullania,0,,1,Tennessee,Plants
Frullania plana,A Liverwort,1,Vermont,1,Vermont,Plants
Frullania selwyniana,A Liverwort,0,,1,Vermont,Plants
Frustulia creuzburgensis,No Common Name,1,Hawaii,1,Hawaii,Other
Fryxellia pygmaea,small fryxell wort,0,,1,Texas,Plants
Fuirena simplex var. aristulata,western umbrella-sedge,1,Missouri,1,Louisiana,Plants
Fuirena squarrosa,hairy umbrella-sedge,0,,1,Tennessee,Plants
Fulica alai,Hawaiian Coot,1,Hawaii,1,Hawaii,Birds
Fulica caribaea,Caribbean Coot,2,"Puerto Rico,Virgin Islands",1,Puerto Rico,Birds
Fulmarus glacialis,Northern Fulmar,0,,1,Alaska,Birds
Fumonelix wetherbyi,clifty covert,1,Tennessee,1,Tennessee,Mollusks
Funaria americana,(a moss),1,Missouri,1,Tennessee,Plants
Fundulus,topminnows,1,North Carolina,1,North Carolina,Fish
Fundulus bifax,stippled studfish,1,Georgia,1,Georgia,Fish
Fundulus diaphanus menona,Western Banded Killifish,1,Ohio,1,Ohio,Fish
Fundulus julisia,Barrens topminnow,1,Tennessee,1,Tennessee,Fish
Fundulus lineolatus,lined topminnow,2,"North Carolina,Virginia",1,Virginia,Fish
Fundulus notatus,blackstripe topminnow,1,Iowa,1,Iowa,Fish
Fundulus pulvereus,bayou killifish,1,Louisiana,1,Louisiana,Fish
Fundulus rathbuni,speckled killifish,1,Virginia,1,Virginia,Fish
Fundulus waccamensis,Waccamaw killifish,1,North Carolina,1,North Carolina,Fish
Fungia,No Common Name,1,Hawaii,1,Hawaii,Other Invertebrates
Fungia granulosa,Granulated Mushroom Coral,1,Hawaii,1,Hawaii,Other Invertebrates
Fungia scutaria,"Mushroom Coral, Äkoâakoâakohe",1,Hawaii,1,Hawaii,Other Invertebrates
Fusconaia,Elongate Pigtoe,0,,1,Arkansas,Mollusks
Fusconaia lananensis,triangle pigtoe,1,Texas,1,Texas,Mollusks
Fusconaia mitchelli,false spike,1,Texas,1,Texas,Mollusks
Gadella molokaiensis,No Common Name,1,Hawaii,1,Hawaii,Fish
Gadus chalcogrammus,Walleye Pollock,0,,1,Washington,Fish
Gafrarium pectinatum,Pectinate Venus,1,Northern Mariana Islands,1,Northern Mariana Islands,Other
Gahnia lanaiensis,Lanai sawsedge,1,Hawaii,1,Hawaii,Plants
Gaillardia aestivalis,lanceleaf blanketflower,1,Missouri,1,Texas,Plants
Gaillardia pulchella,firewheel,0,,1,Nebraska,Plants
Galactia elliottii,Elliott's milkpea,0,,1,South Carolina,Plants
Galactia volubilis,downy milkpea,0,,1,West Virginia,Plants
Galactia watsoniana,Watson's milkpea,0,,1,Texas,Plants
Galearis rotundifolia,roundleaf orchid,0,,1,Vermont,Plants
Galgupha denudata,A shield bug,1,Virginia,1,Virginia,Other Invertebrates
Galium angustifolium ssp. borregoense,Borrego bedstraw,0,,1,California,Plants
Galium asprellum,rough bedstraw,0,,1,Tennessee,Plants
Galium buxifolium,box bedstraw,0,,1,California,Plants
Galium californicum ssp. sierrae,El Dorado bedstraw,0,,1,California,Plants
Galium catalinense ssp. acrispum,Santa Clemente Island bedstraw,0,,1,California,Plants
Galium correllii,cliff bedstraw,0,,1,Texas,Plants
Galium palustre,common marsh bedstraw,0,,1,Tennessee,Plants
Galium pilosum,hairy bedstraw,0,,1,Vermont,Plants
Galium trifidum ssp. brevipes,Limestone Swamp Bedstraw,0,,1,Vermont,Plants
Galium uniflorum,oneflower bedstraw,0,,1,Tennessee,Plants
Galium virgatum,southwestern bedstraw,0,,1,Louisiana,Plants
Gallinula chloropus sandvicensis,Hawaiian Common Gallinule,1,Hawaii,1,Hawaii,Birds
Gambelia copeii,Cope's Leopard Lizard,0,,1,California,Reptiles
Gambelia sila,Blunt-nosed Leopard Lizard,1,California,1,California,Reptiles
Gambusia clarkhubbsi,San Felipe gambusia,1,Texas,1,Texas,Fish
Gambusia gaigei,Big Bend gambusia,1,Texas,1,Texas,Fish
Gambusia heterochir,Clear Creek gambusia,1,Texas,1,Texas,Fish
Gambusia rhizophorae,mangrove gambusia,1,Florida,1,Florida,Fish
Gambusia senilis,blotched gambusia,1,Texas,1,Texas,Fish
Gammarus,BLNWR cryptic species Amphipod,2,"New Mexico,Texas",1,New Mexico,Other Invertebrates
Gammarus acherondytes,Illinois cave amphipod,1,Illinois,1,Illinois,Other Invertebrates
Gammarus desperatus,Noel's amphipod,1,New Mexico,1,New Mexico,Other Invertebrates
Gammarus fasciatus,Amphipod,0,,1,Rhode Island,Other Invertebrates
Gammarus hyalelloides,diminutive amphipod,1,Texas,1,Texas,Other Invertebrates
Gammarus lawrencianus,Amphipod,0,,1,Rhode Island,Other Invertebrates
Gammarus minus,Lesser spring amphipod,0,,1,Tennessee,Other Invertebrates
Gammarus pecos,Pecos amphipod,1,Texas,1,Texas,Other Invertebrates
Gammarus tigrinus,Amphipod,1,South Carolina,1,Rhode Island,Other Invertebrates
Gardenia brighamii,Hawaiian gardenia,1,Hawaii,1,Hawaii,Plants
Gardenia mannii,nanu,1,Hawaii,1,Hawaii,Plants
Gardenia remyi,nanu,0,,1,Hawaii,Plants
Gardineria hawaiiensis,No Common Name,1,Hawaii,1,Hawaii,Other Invertebrates
Gardineroseris planulata,Honeycomb Coral,1,Hawaii,1,Hawaii,Other Invertebrates
Gasteracantha cancriformis,spinybacked orbweaver,1,Virginia,1,Virginia,Other Invertebrates
Gastrocopta clappi,bluegrass snaggletooth,1,Virginia,1,Virginia,Mollusks
Gastrocopta cochisensis,Apache snaggletooth,0,,1,Arizona,Mollusks
Gastrocopta corticaria,bark snaggletooth,1,Pennsylvania,1,Pennsylvania,Mollusks
Gastrocopta cristata,crested snaggletooth,1,Missouri,1,Arizona,Mollusks
Gastrocopta prototypus,Sonoran snaggletooth,1,New Mexico,1,Arizona,Mollusks
Gastrocopta ruidosensis,Ruidoso snaggletooth,0,,1,New Mexico,Mollusks
Gaultheria hispidula,cancer wintergreen,0,,1,West Virginia,Plants
Gavia adamsii,Yellow-billed Loon,1,Alaska,1,Alaska,Birds
Gavia arctica,Arctic Loon,1,Alaska,1,Alaska,Birds
Gaylussacia baccata,black huckleberry,1,Missouri,1,South Carolina,Plants
Gaylussacia brachycera,box huckleberry,0,,1,West Virginia,Plants
Gaylussacia mosieri,hirsute huckleberry,0,,1,South Carolina,Plants
Gecarcinidae,land crabs,0,,1,Florida,Other Invertebrates
Gecarcinus lateralis,blackback land crab,1,Puerto Rico,1,Puerto Rico,Other Invertebrates
Gelidiella womersleyana,No Common Name,1,Hawaii,1,Hawaii,Other
Gelidium pluma,No Common Name,1,Hawaii,1,Hawaii,Plants
Gelidium reediae,No Common Name,1,Hawaii,1,Hawaii,Plants
Gelochelidon nilotica aranea,Gull-billed Tern,0,,1,Texas,Birds
Gelsemium sempervirens,evening trumpetflower,0,,1,Tennessee,Plants
Genicanthus personatus,Masked Angelfish,1,Hawaii,1,Hawaii,Fish
Genistidium dumosum,brushpea,0,,1,Texas,Plants
